behavior_id,user_id,product_id,categoryId,behavior_type,create_time,date,year,month,day,hour
466,1000011,1891373,2735466,pv,1511778477,2017-11-27,2017,11,27,11
467,1000011,751298,2735466,pv,1511778501,2017-11-27,2017,11,27,11
468,1000011,4503852,2735466,pv,1511778505,2017-11-27,2017,11,27,11
469,1000011,2531901,2735466,pv,1511778511,2017-11-27,2017,11,27,11
470,1000011,404297,2578647,pv,1511842762,2017-11-28,2017,11,28,5
471,1000011,2237806,154040,pv,1511842776,2017-11-28,2017,11,28,5
472,1000011,106742,4339722,pv,1511853113,2017-11-28,2017,11,28,8
473,1000011,404297,2578647,pv,1511853621,2017-11-28,2017,11,28,8
474,1000011,106742,4339722,pv,1511855129,2017-11-28,2017,11,28,8
475,1000011,2740307,886203,pv,1511859303,2017-11-28,2017,11,28,9
476,1000011,1624701,3909718,pv,1511859316,2017-11-28,2017,11,28,9
477,1000011,1461565,886203,pv,1511859326,2017-11-28,2017,11,28,9
478,1000011,3844964,886203,pv,1511859342,2017-11-28,2017,11,28,9
479,1000011,2114287,886203,pv,1511859393,2017-11-28,2017,11,28,9
480,1000011,3048034,886203,pv,1511859400,2017-11-28,2017,11,28,9
481,1000011,3358820,886203,pv,1511859426,2017-11-28,2017,11,28,9
482,1000011,404297,2578647,pv,1511924494,2017-11-29,2017,11,29,4
483,1000011,453400,4756105,pv,1511948184,2017-11-29,2017,11,29,10
484,1000011,1812250,2355072,pv,1511965465,2017-11-29,2017,11,29,15
499,100002,5038146,4738961,pv,1511610824,2017-11-25,2017,11,25,12
500,100002,4402663,3611159,pv,1511610854,2017-11-25,2017,11,25,12
501,100002,2962064,4358294,pv,1511610895,2017-11-25,2017,11,25,12
502,100002,3323002,703487,pv,1511611143,2017-11-25,2017,11,25,12
503,100002,1388422,4708348,pv,1511611173,2017-11-25,2017,11,25,12
504,100002,3034883,523181,pv,1511611377,2017-11-25,2017,11,25,13
505,100002,1430817,344833,pv,1511611596,2017-11-25,2017,11,25,13
506,100002,5038146,4738961,pv,1511611712,2017-11-25,2017,11,25,13
507,100002,3425923,4993094,pv,1511612685,2017-11-25,2017,11,25,13
508,100002,5679,4993094,pv,1511613078,2017-11-25,2017,11,25,13
509,100002,1818697,4993094,pv,1511613230,2017-11-25,2017,11,25,13
510,100002,1822618,3844144,pv,1511613566,2017-11-25,2017,11,25,13
511,100002,1903110,2440115,pv,1511613832,2017-11-25,2017,11,25,13
512,100002,3313603,3496816,pv,1511672423,2017-11-26,2017,11,26,6
513,100002,4583352,1464116,pv,1511672853,2017-11-26,2017,11,26,6
514,100002,4334235,3561974,pv,1511673823,2017-11-26,2017,11,26,6
515,100002,3531454,4708262,pv,1511673825,2017-11-26,2017,11,26,6
516,100002,4334235,3561974,pv,1511673826,2017-11-26,2017,11,26,6
517,100002,1217377,3561974,pv,1511673889,2017-11-26,2017,11,26,6
518,100002,4334235,3561974,pv,1511673898,2017-11-26,2017,11,26,6
519,100002,5038146,4738961,pv,1511704878,2017-11-26,2017,11,26,15
520,100002,324802,2096639,pv,1511705000,2017-11-26,2017,11,26,15
521,100002,1309000,3680035,pv,1511705135,2017-11-26,2017,11,26,15
522,100002,332222,3680035,pv,1511706771,2017-11-26,2017,11,26,15
523,100002,3688473,4467019,pv,1511706773,2017-11-26,2017,11,26,15
524,100002,332222,3680035,pv,1511706850,2017-11-26,2017,11,26,15
525,100002,1585267,4806751,pv,1511839570,2017-11-28,2017,11,28,4
526,100002,1643256,4806751,pv,1511839687,2017-11-28,2017,11,28,4
527,100002,1585267,4806751,pv,1511840025,2017-11-28,2017,11,28,4
528,100002,2968522,4806751,pv,1511846926,2017-11-28,2017,11,28,6
529,100002,1585267,4806751,pv,1511847012,2017-11-28,2017,11,28,6
530,100002,2968522,4806751,fav,1511847622,2017-11-28,2017,11,28,6
531,100002,1585267,4806751,pv,1511847624,2017-11-28,2017,11,28,6
532,100002,2452885,4806751,fav,1511854685,2017-11-28,2017,11,28,8
533,100002,1585267,4806751,pv,1511861332,2017-11-28,2017,11,28,10
534,100002,2452885,4806751,pv,1511861477,2017-11-28,2017,11,28,10
535,100002,1585267,4806751,pv,1511861485,2017-11-28,2017,11,28,10
536,100002,2452885,4806751,pv,1511861880,2017-11-28,2017,11,28,10
537,100002,2968522,4806751,pv,1511862934,2017-11-28,2017,11,28,10
538,100002,2452885,4806751,pv,1511864359,2017-11-28,2017,11,28,11
539,100002,5159088,4806751,pv,1511865232,2017-11-28,2017,11,28,11
540,100002,2452885,4806751,pv,1511866043,2017-11-28,2017,11,28,11
541,100002,2500376,4159072,pv,1511869129,2017-11-28,2017,11,28,12
542,100002,2452885,4806751,pv,1511869436,2017-11-28,2017,11,28,12
543,100002,4417361,4806751,pv,1511871727,2017-11-28,2017,11,28,13
544,100002,2452885,4806751,pv,1511872476,2017-11-28,2017,11,28,13
545,100002,4928571,4806751,fav,1511873602,2017-11-28,2017,11,28,13
546,100002,2452885,4806751,pv,1511873605,2017-11-28,2017,11,28,13
547,100002,2953031,2885642,pv,1511877273,2017-11-28,2017,11,28,14
548,100002,2452885,4806751,pv,1511877582,2017-11-28,2017,11,28,14
549,100002,4417361,4806751,pv,1511878327,2017-11-28,2017,11,28,15
550,100002,2928801,1464116,pv,1511936087,2017-11-29,2017,11,29,7
551,100002,4046253,1464116,fav,1511943971,2017-11-29,2017,11,29,9
552,100002,3065876,772894,pv,1511955270,2017-11-29,2017,11,29,12
553,100002,2971911,2735466,pv,1512002438,2017-11-30,2017,11,30,1
554,100002,2667139,2735466,pv,1512002584,2017-11-30,2017,11,30,1
555,100002,2393145,772894,pv,1512019015,2017-11-30,2017,11,30,6
556,100002,2976687,772894,fav,1512019800,2017-11-30,2017,11,30,6
557,100002,2393145,772894,pv,1512019819,2017-11-30,2017,11,30,6
558,100002,3619456,1678374,pv,1512026842,2017-11-30,2017,11,30,8
559,100002,1372665,550660,pv,1512026935,2017-11-30,2017,11,30,8
560,100002,3710028,3673049,pv,1512027316,2017-11-30,2017,11,30,8
561,100002,2976687,772894,pv,1512040766,2017-11-30,2017,11,30,12
562,100002,3121556,772894,pv,1512041275,2017-11-30,2017,11,30,12
563,100002,2976687,772894,buy,1512043690,2017-11-30,2017,11,30,13
564,100002,4928571,4806751,pv,1512046188,2017-11-30,2017,11,30,13
565,100002,2976687,772894,pv,1512047583,2017-11-30,2017,11,30,14
566,100002,3068128,4806751,pv,1512049127,2017-11-30,2017,11,30,14
567,100002,2976687,772894,pv,1512051436,2017-11-30,2017,11,30,15
568,100002,305613,1678374,pv,1512054529,2017-11-30,2017,11,30,16
569,100002,437789,1988433,pv,1512055033,2017-11-30,2017,11,30,16
570,100002,4046253,1464116,pv,1512055694,2017-11-30,2017,11,30,16
591,1000027,946651,1884568,pv,1511700566,2017-11-26,2017,11,26,13
592,1000027,2070173,4217906,cart,1511704378,2017-11-26,2017,11,26,14
593,1000027,1934938,4718844,buy,1511934933,2017-11-29,2017,11,29,6
610,1000028,1850341,2025483,pv,1511684583,2017-11-26,2017,11,26,9
611,1000028,2428956,1879194,pv,1511744266,2017-11-27,2017,11,27,1
612,1000028,4717045,5071267,pv,1511744316,2017-11-27,2017,11,27,1
613,1000028,5049814,3002561,pv,1511744960,2017-11-27,2017,11,27,2
614,1000028,2335149,4690421,pv,1511744967,2017-11-27,2017,11,27,2
615,1000028,1317359,3002561,pv,1511744974,2017-11-27,2017,11,27,2
616,1000028,2006028,4145813,pv,1511744987,2017-11-27,2017,11,27,2
617,1000028,855217,4145813,fav,1511745075,2017-11-27,2017,11,27,2
618,1000028,2842089,4145813,pv,1511745118,2017-11-27,2017,11,27,2
619,1000028,2217534,4145813,pv,1511745148,2017-11-27,2017,11,27,2
620,1000028,2842089,4145813,pv,1511745574,2017-11-27,2017,11,27,2
621,1000028,2217534,4145813,pv,1511745581,2017-11-27,2017,11,27,2
622,1000028,855217,4145813,pv,1511745664,2017-11-27,2017,11,27,2
623,1000028,3359227,3002561,pv,1511745710,2017-11-27,2017,11,27,2
624,1000028,560931,3002561,pv,1511746249,2017-11-27,2017,11,27,2
625,1000028,5049814,3002561,pv,1511746273,2017-11-27,2017,11,27,2
626,1000028,2955350,4145813,pv,1511764186,2017-11-27,2017,11,27,7
627,1000028,5049814,3002561,pv,1511764243,2017-11-27,2017,11,27,7
628,1000028,4472519,4145813,pv,1511764338,2017-11-27,2017,11,27,7
629,1000028,2955350,4145813,pv,1511853149,2017-11-28,2017,11,28,8
630,1000028,642845,4145813,pv,1511853218,2017-11-28,2017,11,28,8
631,1000028,5154311,4145813,pv,1511853229,2017-11-28,2017,11,28,8
632,1000028,2828948,4145813,fav,1511853291,2017-11-28,2017,11,28,8
633,1000028,829118,3002561,pv,1511853338,2017-11-28,2017,11,28,8
634,1000028,2678166,3002561,pv,1511853356,2017-11-28,2017,11,28,8
635,1000028,4291755,3002561,pv,1511853392,2017-11-28,2017,11,28,8
636,1000028,4889909,3002561,pv,1511853405,2017-11-28,2017,11,28,8
637,1000028,4598217,3002561,pv,1511853411,2017-11-28,2017,11,28,8
638,1000028,4098799,3002561,pv,1511853447,2017-11-28,2017,11,28,8
639,1000028,2136750,3002561,pv,1511853488,2017-11-28,2017,11,28,8
640,1000028,2750042,4145813,pv,1511853760,2017-11-28,2017,11,28,8
641,1000028,4242144,4145813,pv,1511853770,2017-11-28,2017,11,28,8
642,1000028,1242478,4145813,pv,1511854088,2017-11-28,2017,11,28,8
643,1000028,4663975,4145813,pv,1511854098,2017-11-28,2017,11,28,8
644,1000028,2723903,4145813,pv,1511856196,2017-11-28,2017,11,28,9
645,1000028,1242478,4145813,pv,1511856246,2017-11-28,2017,11,28,9
646,1000028,4908288,4145813,pv,1511856263,2017-11-28,2017,11,28,9
647,1000028,855217,4145813,pv,1511856419,2017-11-28,2017,11,28,9
648,1000028,2842089,4145813,pv,1511856519,2017-11-28,2017,11,28,9
649,1000028,461271,4145813,pv,1511856534,2017-11-28,2017,11,28,9
650,1000028,4022391,4145813,pv,1511856567,2017-11-28,2017,11,28,9
651,1000028,4818655,4145813,pv,1511856597,2017-11-28,2017,11,28,9
652,1000028,461271,4145813,fav,1511856763,2017-11-28,2017,11,28,9
653,1000028,855217,4145813,pv,1511856797,2017-11-28,2017,11,28,9
654,1000028,4908288,4145813,pv,1511856827,2017-11-28,2017,11,28,9
655,1000028,461271,4145813,pv,1511856840,2017-11-28,2017,11,28,9
656,1000028,4908288,4145813,pv,1511856843,2017-11-28,2017,11,28,9
657,1000028,461271,4145813,pv,1511857136,2017-11-28,2017,11,28,9
658,1000028,2217534,4145813,pv,1511857189,2017-11-28,2017,11,28,9
659,1000028,4818655,4145813,pv,1511857212,2017-11-28,2017,11,28,9
660,1000028,2678166,3002561,pv,1511857276,2017-11-28,2017,11,28,9
661,1000028,4650996,3002561,pv,1511857354,2017-11-28,2017,11,28,9
662,1000028,560931,3002561,pv,1511857403,2017-11-28,2017,11,28,9
663,1000028,3418092,3002561,pv,1511857463,2017-11-28,2017,11,28,9
664,1000028,1982857,3002561,pv,1511857506,2017-11-28,2017,11,28,9
665,1000028,2132929,3002561,pv,1511857560,2017-11-28,2017,11,28,9
666,1000028,890987,3002561,pv,1511857597,2017-11-28,2017,11,28,9
667,1000028,2440378,3002561,pv,1511857691,2017-11-28,2017,11,28,9
668,1000028,3822894,3002561,cart,1511858126,2017-11-28,2017,11,28,9
669,1000028,2203246,3002561,pv,1511858133,2017-11-28,2017,11,28,9
670,1000028,2190231,3002561,pv,1511858316,2017-11-28,2017,11,28,9
671,1000028,1358583,3002561,pv,1511858335,2017-11-28,2017,11,28,9
672,1000028,557241,3002561,pv,1511858473,2017-11-28,2017,11,28,9
673,1000028,1358583,3002561,pv,1511858563,2017-11-28,2017,11,28,9
674,1000028,1340093,3002561,pv,1511859207,2017-11-28,2017,11,28,9
675,1000028,4905597,4145813,pv,1511859232,2017-11-28,2017,11,28,9
676,1000028,1261381,3002561,pv,1511859276,2017-11-28,2017,11,28,9
677,1000028,3603317,3002561,pv,1511859404,2017-11-28,2017,11,28,9
678,1000028,2621260,722945,pv,1511934451,2017-11-29,2017,11,29,6
679,1000028,778926,2885642,pv,1511934484,2017-11-29,2017,11,29,6
680,1000028,2621260,722945,buy,1511934727,2017-11-29,2017,11,29,6
681,1000028,461271,4145813,pv,1511934752,2017-11-29,2017,11,29,6
758,1000037,3616730,376030,pv,1511613741,2017-11-25,2017,11,25,13
759,1000037,435287,4129924,pv,1511613853,2017-11-25,2017,11,25,13
760,1000037,1437892,703487,pv,1511613948,2017-11-25,2017,11,25,13
761,1000037,1792937,703487,pv,1511613950,2017-11-25,2017,11,25,13
762,1000037,1437892,703487,pv,1511613951,2017-11-25,2017,11,25,13
763,1000037,4483211,703487,pv,1511614204,2017-11-25,2017,11,25,13
764,1000037,3561199,4817527,pv,1511867441,2017-11-28,2017,11,28,12
765,1000037,123989,1312642,pv,1511867453,2017-11-28,2017,11,28,12
766,1000037,4031999,2313309,pv,1511872684,2017-11-28,2017,11,28,13
767,1000037,4753136,890050,pv,1511872708,2017-11-28,2017,11,28,13
768,1000037,4120269,890050,pv,1511872715,2017-11-28,2017,11,28,13
769,1000037,4753136,890050,buy,1511872744,2017-11-28,2017,11,28,13
770,1000037,3233631,890050,buy,1511872788,2017-11-28,2017,11,28,13
771,1000037,1071479,2313309,pv,1511872820,2017-11-28,2017,11,28,13
772,1000037,4638593,4163659,pv,1511957260,2017-11-29,2017,11,29,13
773,1000037,1689621,4163659,pv,1511957272,2017-11-29,2017,11,29,13
774,1000037,3938585,4163659,pv,1511957283,2017-11-29,2017,11,29,13
775,1000037,3457648,4148053,pv,1511957315,2017-11-29,2017,11,29,13
776,1000037,2427580,2939262,pv,1511957325,2017-11-29,2017,11,29,13
777,1000037,378758,2939262,pv,1511957329,2017-11-29,2017,11,29,13
778,1000037,1692024,2939262,pv,1511957338,2017-11-29,2017,11,29,13
779,1000037,3149492,2735466,pv,1511958744,2017-11-29,2017,11,29,13
780,1000037,4062786,1879194,pv,1511958807,2017-11-29,2017,11,29,13
781,1000037,3355026,84264,pv,1511958862,2017-11-29,2017,11,29,13
782,1000037,4010287,4533189,pv,1511958909,2017-11-29,2017,11,29,13
783,1000037,4753136,890050,buy,1511959033,2017-11-29,2017,11,29,13
784,1000037,4219427,4533189,pv,1511959233,2017-11-29,2017,11,29,13
785,1000037,1857072,376030,pv,1511959828,2017-11-29,2017,11,29,13
786,1000037,3616730,376030,pv,1511960907,2017-11-29,2017,11,29,14
787,1000037,315911,376030,pv,1511962394,2017-11-29,2017,11,29,14
788,1000037,4808316,2154867,pv,1511962446,2017-11-29,2017,11,29,14
789,1000037,3371523,1859277,pv,1512025715,2017-11-30,2017,11,30,8
790,1000037,2367945,1859277,pv,1512025716,2017-11-30,2017,11,30,8
791,1000037,1591862,1320293,pv,1512025722,2017-11-30,2017,11,30,8
846,1000040,3849409,4756105,pv,1511578189,2017-11-25,2017,11,25,3
847,1000040,3386371,2355072,pv,1511578330,2017-11-25,2017,11,25,3
848,1000040,2331370,3607361,pv,1511578403,2017-11-25,2017,11,25,3
849,1000040,3381470,4145813,pv,1511596534,2017-11-25,2017,11,25,8
850,1000040,3083057,3102419,pv,1511596593,2017-11-25,2017,11,25,8
851,1000040,1631499,4145813,pv,1511596604,2017-11-25,2017,11,25,8
852,1000040,248324,4145813,pv,1511596691,2017-11-25,2017,11,25,8
853,1000040,10899,4145813,pv,1511596740,2017-11-25,2017,11,25,8
854,1000040,4751733,4145813,pv,1511596743,2017-11-25,2017,11,25,8
855,1000040,3367752,4145813,pv,1511596797,2017-11-25,2017,11,25,8
856,1000040,1101356,4145813,pv,1511612519,2017-11-25,2017,11,25,13
857,1000040,4043471,4145813,pv,1511612529,2017-11-25,2017,11,25,13
858,1000040,2243461,4145813,pv,1511612573,2017-11-25,2017,11,25,13
859,1000040,4966998,4145813,pv,1511612583,2017-11-25,2017,11,25,13
860,1000040,4992653,4145813,pv,1511612592,2017-11-25,2017,11,25,13
861,1000040,1598074,4145813,pv,1511612640,2017-11-25,2017,11,25,13
862,1000040,1987784,4145813,pv,1511612679,2017-11-25,2017,11,25,13
863,1000040,248324,4145813,pv,1511612692,2017-11-25,2017,11,25,13
864,1000040,4541301,4145813,pv,1511612748,2017-11-25,2017,11,25,13
865,1000040,248324,4145813,pv,1511613430,2017-11-25,2017,11,25,13
866,1000040,1987784,4145813,pv,1511613438,2017-11-25,2017,11,25,13
867,1000040,595066,4145813,pv,1511613447,2017-11-25,2017,11,25,13
868,1000040,4369705,4145813,pv,1511613469,2017-11-25,2017,11,25,13
869,1000040,3838839,4145813,pv,1511613473,2017-11-25,2017,11,25,13
870,1000040,3008576,4145813,pv,1511613481,2017-11-25,2017,11,25,13
871,1000040,841034,4145813,pv,1511613560,2017-11-25,2017,11,25,13
872,1000040,3838839,4145813,pv,1511613598,2017-11-25,2017,11,25,13
873,1000040,2501731,4145813,pv,1511613689,2017-11-25,2017,11,25,13
874,1000040,841034,4145813,pv,1511613695,2017-11-25,2017,11,25,13
875,1000040,1208967,4145813,pv,1511613708,2017-11-25,2017,11,25,13
876,1000040,1101984,4145813,pv,1511613747,2017-11-25,2017,11,25,13
877,1000040,2501731,4145813,pv,1511613774,2017-11-25,2017,11,25,13
878,1000040,595066,4145813,pv,1511613836,2017-11-25,2017,11,25,13
879,1000040,2843491,4145813,pv,1511613892,2017-11-25,2017,11,25,13
880,1000040,4715598,4145813,pv,1511614027,2017-11-25,2017,11,25,13
881,1000040,767831,4145813,pv,1511614053,2017-11-25,2017,11,25,13
882,1000040,1066843,4690421,pv,1511627050,2017-11-25,2017,11,25,17
883,1000040,4333209,3002561,pv,1511627063,2017-11-25,2017,11,25,17
884,1000040,675589,2520771,pv,1511627230,2017-11-25,2017,11,25,17
885,1000040,2040903,4145813,pv,1511627240,2017-11-25,2017,11,25,17
886,1000040,4463971,3253357,pv,1511627336,2017-11-25,2017,11,25,17
887,1000040,4785201,149192,pv,1511627389,2017-11-25,2017,11,25,17
888,1000040,4872807,4756105,pv,1511627451,2017-11-25,2017,11,25,17
889,1000040,4945526,3160926,pv,1511627467,2017-11-25,2017,11,25,17
890,1000040,3506150,1676308,pv,1511627613,2017-11-25,2017,11,25,17
891,1000040,2580489,3017203,pv,1511627700,2017-11-25,2017,11,25,17
892,1000040,4656873,4962280,pv,1511627900,2017-11-25,2017,11,25,17
893,1000040,2905339,1320293,pv,1511627926,2017-11-25,2017,11,25,17
894,1000040,1598074,4145813,pv,1511677185,2017-11-26,2017,11,26,7
895,1000040,767831,4145813,pv,1511677538,2017-11-26,2017,11,26,7
896,1000040,344058,4145813,pv,1511677548,2017-11-26,2017,11,26,7
897,1000040,841034,4145813,pv,1511677580,2017-11-26,2017,11,26,7
898,1000040,2501731,4145813,pv,1511677658,2017-11-26,2017,11,26,7
899,1000040,841034,4145813,pv,1511677723,2017-11-26,2017,11,26,7
900,1000040,3643713,4145813,pv,1511677764,2017-11-26,2017,11,26,7
901,1000040,248324,4145813,cart,1511677890,2017-11-26,2017,11,26,7
902,1000040,3246783,4145813,pv,1511677890,2017-11-26,2017,11,26,7
903,1000040,898292,4145813,pv,1511677894,2017-11-26,2017,11,26,7
904,1000040,248324,4145813,pv,1511678068,2017-11-26,2017,11,26,7
905,1000040,2305737,4145813,pv,1511678083,2017-11-26,2017,11,26,7
906,1000040,1103144,4145813,pv,1511678093,2017-11-26,2017,11,26,7
907,1000040,3968543,4145813,pv,1511678106,2017-11-26,2017,11,26,7
908,1000040,3474345,4145813,pv,1511678129,2017-11-26,2017,11,26,7
909,1000040,1987784,4145813,pv,1511678169,2017-11-26,2017,11,26,7
910,1000040,1962813,4145813,pv,1511678185,2017-11-26,2017,11,26,7
911,1000040,3923973,4145813,pv,1511678221,2017-11-26,2017,11,26,7
912,1000040,4715598,4145813,pv,1511678278,2017-11-26,2017,11,26,7
913,1000040,248324,4145813,pv,1511678384,2017-11-26,2017,11,26,7
914,1000040,1101356,4145813,pv,1511691531,2017-11-26,2017,11,26,11
915,1000040,2171595,4145813,pv,1511691708,2017-11-26,2017,11,26,11
916,1000040,2243461,4145813,pv,1511691722,2017-11-26,2017,11,26,11
917,1000040,4541301,4145813,pv,1511691750,2017-11-26,2017,11,26,11
918,1000040,4960765,4145813,pv,1511691778,2017-11-26,2017,11,26,11
919,1000040,1118620,4145813,pv,1511691803,2017-11-26,2017,11,26,11
920,1000040,4821468,4145813,pv,1511691835,2017-11-26,2017,11,26,11
921,1000040,2320196,4145813,pv,1511691866,2017-11-26,2017,11,26,11
922,1000040,226821,4145813,pv,1511691935,2017-11-26,2017,11,26,11
923,1000040,1674340,4145813,pv,1511691972,2017-11-26,2017,11,26,11
924,1000040,4258341,4145813,pv,1511692115,2017-11-26,2017,11,26,11
925,1000040,585091,4145813,pv,1511693195,2017-11-26,2017,11,26,11
926,1000040,4966998,4145813,pv,1511693200,2017-11-26,2017,11,26,11
927,1000040,5155007,4145813,pv,1511693206,2017-11-26,2017,11,26,11
928,1000040,3602674,4145813,pv,1511693228,2017-11-26,2017,11,26,11
929,1000040,4795978,982926,pv,1511698138,2017-11-26,2017,11,26,13
930,1000040,477044,982926,pv,1511698202,2017-11-26,2017,11,26,13
931,1000040,806725,4145813,pv,1511706229,2017-11-26,2017,11,26,15
932,1000040,4258341,4145813,pv,1511706247,2017-11-26,2017,11,26,15
933,1000040,248324,4145813,pv,1511706832,2017-11-26,2017,11,26,15
934,1000040,3909833,570735,cart,1511755677,2017-11-27,2017,11,27,5
935,1000040,843709,570735,pv,1511755740,2017-11-27,2017,11,27,5
936,1000040,3303427,570735,pv,1511755746,2017-11-27,2017,11,27,5
937,1000040,4636223,570735,cart,1511755822,2017-11-27,2017,11,27,5
938,1000040,3909833,570735,pv,1511757534,2017-11-27,2017,11,27,5
939,1000040,4636223,570735,pv,1511757563,2017-11-27,2017,11,27,5
940,1000040,3909833,570735,pv,1511762952,2017-11-27,2017,11,27,7
941,1000040,4226968,570735,pv,1511763120,2017-11-27,2017,11,27,7
942,1000040,2044513,570735,pv,1511763134,2017-11-27,2017,11,27,7
943,1000040,2754226,570735,pv,1511763234,2017-11-27,2017,11,27,7
944,1000040,4752029,570735,pv,1511763248,2017-11-27,2017,11,27,7
945,1000040,2358177,570735,pv,1511763338,2017-11-27,2017,11,27,7
946,1000040,4981042,570735,pv,1511763391,2017-11-27,2017,11,27,7
947,1000040,843709,570735,pv,1511763483,2017-11-27,2017,11,27,7
948,1000040,3858544,570735,pv,1511763489,2017-11-27,2017,11,27,7
949,1000040,2922665,570735,pv,1511763551,2017-11-27,2017,11,27,7
950,1000040,4574098,570735,pv,1511763586,2017-11-27,2017,11,27,7
951,1000040,5160703,570735,pv,1511763602,2017-11-27,2017,11,27,7
952,1000040,3464539,570735,pv,1511764596,2017-11-27,2017,11,27,7
953,1000040,4928938,570735,pv,1511764601,2017-11-27,2017,11,27,7
954,1000040,3832388,570735,pv,1511781951,2017-11-27,2017,11,27,12
955,1000040,2331370,3607361,pv,1511781961,2017-11-27,2017,11,27,12
956,1000040,377159,1859277,pv,1511781979,2017-11-27,2017,11,27,12
957,1000040,2317377,1392527,pv,1511782027,2017-11-27,2017,11,27,12
958,1000040,2044478,4756105,pv,1511782046,2017-11-27,2017,11,27,12
959,1000040,3822751,4756105,pv,1511782056,2017-11-27,2017,11,27,12
960,1000040,601373,4756105,pv,1511782072,2017-11-27,2017,11,27,12
961,1000040,4772606,4756105,pv,1511782101,2017-11-27,2017,11,27,12
962,1000040,987588,4756105,pv,1511782125,2017-11-27,2017,11,27,12
963,1000040,4294336,4756105,pv,1511782139,2017-11-27,2017,11,27,12
964,1000040,3667452,4756105,pv,1511782164,2017-11-27,2017,11,27,12
965,1000040,601373,4756105,pv,1511782286,2017-11-27,2017,11,27,12
966,1000040,956343,3607361,pv,1511782301,2017-11-27,2017,11,27,12
967,1000040,1573985,3607361,pv,1511782310,2017-11-27,2017,11,27,12
968,1000040,4852598,3607361,pv,1511782330,2017-11-27,2017,11,27,12
969,1000040,4980758,4756105,pv,1511782351,2017-11-27,2017,11,27,12
970,1000040,3667452,4756105,pv,1511782450,2017-11-27,2017,11,27,12
971,1000040,4865425,4756105,pv,1511782517,2017-11-27,2017,11,27,12
972,1000040,1160380,4756105,pv,1511782622,2017-11-27,2017,11,27,12
973,1000040,3524356,1575622,pv,1511790557,2017-11-27,2017,11,27,14
974,1000040,2368045,1575622,pv,1511790605,2017-11-27,2017,11,27,14
975,1000040,3471238,1575622,cart,1511790642,2017-11-27,2017,11,27,14
976,1000040,1082963,1575622,pv,1511790662,2017-11-27,2017,11,27,14
977,1000040,121154,1575622,pv,1511790688,2017-11-27,2017,11,27,14
978,1000040,3787445,1575622,pv,1511790755,2017-11-27,2017,11,27,14
979,1000040,972831,1575622,pv,1511790797,2017-11-27,2017,11,27,14
980,1000040,3966206,1575622,pv,1511790816,2017-11-27,2017,11,27,14
981,1000040,4813503,1575622,pv,1511790825,2017-11-27,2017,11,27,14
982,1000040,1783293,1575622,pv,1511790828,2017-11-27,2017,11,27,14
983,1000040,4263223,1575622,pv,1511790845,2017-11-27,2017,11,27,14
984,1000040,326278,1575622,pv,1511790882,2017-11-27,2017,11,27,14
985,1000040,4942505,1575622,pv,1511790896,2017-11-27,2017,11,27,14
986,1000040,3057044,149192,pv,1511795718,2017-11-27,2017,11,27,16
987,1000040,4527261,149192,pv,1511795725,2017-11-27,2017,11,27,16
988,1000040,2336255,149192,pv,1511795910,2017-11-27,2017,11,27,16
989,1000040,5014171,149192,pv,1511796021,2017-11-27,2017,11,27,16
990,1000040,4191175,149192,pv,1511796056,2017-11-27,2017,11,27,16
991,1000040,3471238,1575622,pv,1511797924,2017-11-27,2017,11,27,16
992,1000040,3524356,1575622,pv,1511798383,2017-11-27,2017,11,27,16
993,1000040,1610932,1575622,pv,1511798431,2017-11-27,2017,11,27,17
994,1000040,4944872,1575622,pv,1511798442,2017-11-27,2017,11,27,17
995,1000040,1630357,1575622,pv,1511798474,2017-11-27,2017,11,27,17
996,1000040,13215,1575622,pv,1511798560,2017-11-27,2017,11,27,17
997,1000040,2031423,1575622,pv,1511798597,2017-11-27,2017,11,27,17
998,1000040,1514222,1575622,pv,1511798615,2017-11-27,2017,11,27,17
999,1000040,4413999,1575622,pv,1511798618,2017-11-27,2017,11,27,17
1000,1000040,2492167,1575622,pv,1511798633,2017-11-27,2017,11,27,17
216740543,9016740542,4,3,buy,1674054323.5715446,2023-01-18,2023,1,18,16
216740551,9016740542,18,3,pv,1674055124.3495862,2023-01-18,2023,1,18,16
216740552,9016740542,5,3,pv,1674055253.132694,2023-01-18,2023,1,18,16
316740644,9016740542,5,3,buy,1674064413.6381273,2023-01-18,2023,1,18,18
416740592,9016740542,3,3,pv,1674059243.4468713,2023-01-18,2023,1,18,17
516740551,9016740542,14,1,pv,1674055120.6830585,2023-01-18,2023,1,18,16
516744887,9016740542,2,1,pv,1674488725.3040645,2023-01-23,2023,1,23,16
616740551,9016740542,2,1,pv,1674055111.7962298,2023-01-18,2023,1,18,16
616740592,9016740542,3,1,fav,1674059244.5975122,2023-01-18,2023,1,18,17
616744887,9016740542,4,3,pv,1674488783.4664025,2023-01-23,2023,1,23,16
716739894,816737998,1,1,pv,1673989454.1710763,2023-01-17,2023,1,17,22
716740543,9016740542,2,1,pv,1674054315.775413,2023-01-18,2023,1,18,16
1216739903,816737998,2,1,fav,1673990378.890126,2023-01-17,2023,1,17,22
1216740543,9016740542,5,3,fav,1674054313.9831045,2023-01-18,2023,1,18,16
1316740551,9016740542,11,3,pv,1674055104.4302588,2023-01-18,2023,1,18,16
1416740552,9016740542,7,3,buy,1674055269.0359626,2023-01-18,2023,1,18,16
